text,analysis,score
刚刚在食堂吃到了一道特别有意思的菜，虽然味道一般，但体验很棒！🍽️🤔,（满足）尽管味道一般，但对菜品的新奇感到满足，情绪正面。,75
今天去操场上打了一场特别过瘾的篮球，虽然很累，但真的很开心！🏀😄,（满足）对篮球比赛的体验感到极大的满足和愉悦，情绪正面。,85
刚刚在宿舍里整理了一下房间，发现了很多以前的宝贝，真的是太惊喜了！🧹📦,（惊喜）对意外发现的物品感到极大的满足和愉悦，情绪正面。,80
今天和朋友一起去参加了一个特别有趣的工作坊，感觉自己真的很充实！🛠️😃,（满足）对工作坊的体验感到极大的满足和愉悦，情绪正面。,85
刚刚在校园里发现了一个特别漂亮的花坛，忍不住拍了很多照片！🌸📸,（满足）对新发现的花坛感到极大的满足和愉悦，情绪正面。,85
今天去外面吃了家特别有特色的餐馆，真的是特别惊喜！🍽️😋,（满足）对餐馆的特色体验感到极大的满足和愉悦，情绪正面。,85
刚刚在宿舍里和室友一起玩了个特别有趣的桌游，真的是笑得不行了！🎲😂,（喜悦）对桌游的体验感到极大的满足和愉悦，情绪正面。,85
今天的课程特别有趣，真的是让人充满了对知识的渴望！📚🌟,（满足）对课程内容的渴望和满足感非常明显，情绪正面。,85
刚刚去食堂吃到了一道特别好吃的菜，真的是让人心情特别愉悦！🍲😊,（满足）对菜品的味道感到极大的满足和愉悦，情绪正面。,85
今天去校园里散步，发现了很多有趣的地方，真的是让人开心极了！🚶‍♂️🌟,（满足）对校园的探索感到极大的满足和愉悦，情绪正面。,85
刚刚在宿舍里做了个特别有趣的实验，虽然有点乱，但真的很有趣！🔬😁,（满足）对实验的体验感到极大的满足和愉悦，情绪正面。,85
今天去参加了一个特别有趣的讲座，感觉自己真的学到了很多！🎤📚,（满足）对讲座的学习体验感到极大的满足和愉悦，情绪正面。,85
刚刚在校园里遇到了一些特别搞笑的事情，真的是让人笑得不行！😆🌟,（喜悦）对校园中的搞笑事件感到极大的满足和愉悦，情绪正面。,85
今天去外面吃了一顿特别丰盛的晚餐，真的是满足极了！🍽️😋,（满足）对晚餐的丰富体验感到极大的满足和愉悦，情绪正面。,85
刚刚在宿舍里看了一部特别好看的电影，真的是特别满意！🎬😊,（满足）对电影的质量感到极大的满足和愉悦，情绪正面。,85
今天的课上遇到了一些特别有趣的内容，真的是充满了好奇心！📚🔍,（满足）对课堂内容的好奇感到极大的满足和愉悦，情绪正面。,85
刚刚在食堂吃到了一道特别美味的菜，真的是让人感到特别幸福！🍲😃,（满足）对菜品的美味感到极大的满足和愉悦，情绪正面。,85
今天去学校的露天电影节，结果居然下起了大雨，狼狈🌧️,（失落，不满）对大雨导致的活动不顺感到不满，带有失望情绪,42.5
刚刚在宿舍和舍友一起做了披萨，虽然有点焦，但味道还行🍕,（满足，乐观）对结果感到满足，即使有缺陷也能乐观面对,78
今天去学校的运动会，参加了接力赛，结果被拉跨了🏃‍♂️,（失落，懊悔）对结果感到失望，表现出些许懊悔情绪,30
刚刚和朋友去吃了街边的小吃，味道比餐厅的还好吃🍢,（满足，惊喜）对小吃的味道感到惊喜和满足,85
今天去学校的摄影展，看到了一些超赞的照片📸,（喜悦，欣赏）对看到的照片感到喜悦和欣赏,88
刚刚在宿舍做了个手工贺卡，虽然简单但很用心✂️,（满足，自豪）对自己的努力感到满足和自豪,75
今天上课迟到，结果被老师罚站，好尴尬😳,（羞愧，尴尬）对自己的迟到行为感到羞愧和尴尬,20
刚刚和朋友们去打保龄球，居然破了自己的记录🎳,（自信，喜悦）对自己取得的成绩感到自信和喜悦,87.5
今天去学校的音乐厅听了一场演奏会，太震撼了🎼,（喜悦，欣赏）对演奏会的表现感到震撼和喜悦,90
刚刚吃了学校附近的冰淇淋，居然有隐藏口味，超好吃🍦,（惊喜，满足）对发现新口味感到惊喜和满足,86
今天去了一家新的文具店，买了好多漂亮的笔记本📒,（喜悦，满足）对新买的物品感到喜悦和满足,85
刚刚在宿舍DIY了一块小黑板，用来写每天的计划📝,（满足，成就感）对自己动手完成的项目感到满足和成就感,80
今天去学校的运动场晨跑，结果居然跑到了一起晨读的人群中😂,（尴尬，幽默）对自己闹出的笑话感到尴尬但带有自嘲的幽默感,60
刚刚和朋友们去看了一场恐怖电影，吓得我不敢闭眼😱,（恐惧，害怕）对电影的恐怖感到强烈的恐惧和害怕,25
今天去学校的美术展，看到了一些非常有创意的作品🎨,（喜悦，欣赏）对作品的创意感到喜悦和欣赏,88
刚刚和朋友去了一家新的奶茶店，点了超多甜品，爽翻了🧁,（满足，喜悦）对甜品感到极大的满足和喜悦,85
今天上课被老师点名，结果刚好在走神，好尴尬😅,（羞愧，尴尬）对自己的走神行为感到羞愧和尴尬,25
刚刚在宿舍做了一顿意大利面，结果面煮得太软了🍝,（不满，失望）对结果感到轻微的失望和不满,40
今天去学校的羽毛球场，结果一直没抢到场地🏸,（不满，失落）对无法参与活动感到失落和不满,35
刚刚和朋友们一起在宿舍里看了一部搞笑电影，笑得肚子疼😂,（喜悦，满足）对电影的幽默感到非常的满足和愉快,88
今天去学校的手工课，学会了做手链，成就感满满🧶,（成就感，满足）对学习新技能感到非常的满足和成就感,85
刚刚在宿舍自己做了顿咖喱饭，虽然颜色有点怪但味道不错🍛,（满足，乐观）对结果感到满足且保持乐观态度,78
今天去学校的跑步机上跑步，结果不小心摔了一跤😓,（尴尬，懊悔）对自己的失误感到尴尬和懊悔,30
刚刚和朋友们去逛了书展，买了好多好看的书📚,（喜悦，满足）对收获感到非常满足和愉快,85
今天去学校的音乐教室练习吉他，结果忘记了怎么弹🎸,（失落，懊恼）对自己的遗忘感到失落和懊恼,40
刚刚在宿舍和室友一起做了个简单的瑜伽，感觉挺放松🧘‍♀️,（满足，放松）对活动后的放松感到非常的满足,80
今天去学校的实验室做实验，结果被化学品溅到手上，疼死了🧪,（痛苦，愤怒）对受伤感到痛苦和愤怒,20
刚刚和朋友们去学校附近的湖边散步，感觉心情超好🌅,（平静，喜悦）对散步带来的平静和愉悦感到非常满意,85
今天去学校的健身课，结果被教练虐得不行💪,（疲惫，不满）对训练的强度感到不满和疲惫,35
刚刚在宿舍自己做了个小盆栽，虽然简单但很有成就感🌱,（满足，成就感）对自己的动手成果感到满足和成就感,80
今天上课被老师点名批评，感觉自己要挂科了😖,（担心，焦虑）对未来感到担心和焦虑,30
刚刚和朋友们去学校的桌球室打了几局，结果全输了🎱,（失落，不满）对结果感到失落和不满,35
今天去学校的书法课，结果写得一团糟，字都认不出来✍️,（失落，懊恼）对自己表现的失望和懊恼,40
刚刚在宿舍和舍友一起做了个简易手链，感觉挺不错🧵,（满足，成就感）对自己动手成果感到满足和成就感,75
今天去学校的图书馆自习，结果坐了一会儿就困了😴,（疲惫，懒散）对自己的状态感到无奈和困倦,40
刚刚和朋友们去学校的羽毛球场打球，结果累成狗🏸,（疲惫，满足）对运动后的疲惫感到满足,75
今天去学校的画展，看到了一些超有创意的作品🎨,（欣赏，喜悦）对看到的作品感到欣赏和喜悦,85
刚刚在宿舍做了个DIY相框，准备送给朋友当生日礼物🎁,（爱，满足）对即将赠送的礼物感到爱与满足,90
今天去学校的食堂吃饭，结果踩到了洒在地上的汤汁😖,（厌恶，不满）对经历的意外感到厌恶和不满,35
刚刚和朋友们去学校的体育馆打排球，结果被球砸到了头🏐,（痛苦，不满）对意外感到痛苦和不满,30
今天去学校的实验室做实验，结果弄坏了一件设备，心疼😭,（懊悔，失落）对自己造成的损失感到懊悔和失落,30
刚刚在宿舍做了一顿火锅，虽然辣得不行但吃得很过瘾🔥,（满足，喜悦）对辛辣的刺激感到满足和喜悦,80
今天去学校的音乐教室练习钢琴，结果弹得一塌糊涂🎹,（失落，懊恼）对自己表现感到失落和懊恼,40
刚刚和朋友们去学校的操场散步，聊了好多有趣的事👫,（满足，愉快）对散步与交流感到满足和愉快,85
今天上课睡过头，结果被老师抓了个现行，尴尬极了😅,（羞愧，尴尬）对自己的失误感到羞愧和尴尬,20
刚刚在宿舍做了个小灯笼，感觉氛围感满满🎋,（满足，愉悦）对自己成果的满足和愉悦,80
今天去学校的足球场踢了一场比赛，结果腿都快断了⚽,（疲惫，痛苦）对运动后的疲惫感到痛苦和无奈,35
刚刚和朋友们去学校的餐厅吃饭，结果吃得太饱了🍴,（满足，轻松）对饱餐后的满足感到轻松和愉悦,75
今天去学校的美术教室画画，结果颜料弄得满手都是🎨,（轻松，满足）对创作过程的混乱感到轻松和满足,70
刚刚在宿舍和舍友一起做了个DIY明信片，准备寄给家人📮,（爱，满足）对制作礼物表达爱意感到满足,90
今天去学校的羽毛球馆，结果没带羽毛球拍，只能看别人打🏸,（无奈，失落）对自己的疏忽感到无奈和失落,40
刚刚和朋友们去学校的体育馆打篮球，结果一直被盖帽🏀,（失落，不满）对自己的表现感到失落和不满,35
今天去学校的音乐教室练习吉他，结果把弦弹断了🎸,（懊恼，失落）对意外感到懊恼和失落,40
刚刚在宿舍自己做了个小发夹，虽然简单但挺可爱的🎀,（满足，喜悦）对自己的动手成果感到满足和喜悦,80
今天上课迟到了，结果正好碰到老师点名，倒霉极了🙄,（懊恼，不满）对自己碰巧被点名感到懊恼和不满,35
刚刚和朋友们去学校的操场跑步，结果没跑几圈就累趴了🏃‍♀️,（疲惫，轻松）对跑步后的疲惫感到轻松和满足,75
今天去学校的书法课练字，结果写得比上次还差😓,（失落，懊恼）对自己的表现感到失落和懊恼,40
刚刚在宿舍和舍友一起做了个简单的拼图，成就感满满🧩,（满足，成就感）对活动的成就感到满足,80
今天去学校的食堂吃饭，结果排队排了半小时🍲,（不耐烦，不满）对等待时间感到不耐烦和不满,40
刚刚和朋友们去学校的桌游室玩游戏，结果全程被虐🎲,（失落，不满）对自己的表现感到失落和不满,35
今天去学校的实验室做实验，结果实验数据不对，气死了🧪,（愤怒，懊恼）对实验失败感到愤怒和懊恼,45
刚刚在宿舍做了个简易的花瓶，虽然有点丑但很有创意🌻,（满足，成就感）对自己的创意感到满足和成就感,75
今天去学校的音乐教室练习唱歌，结果嗓子唱哑了🎤,（懊恼，疲惫）对嗓子的状态感到懊恼和疲惫,40
刚刚和朋友们去学校的图书馆看书，结果聊了大半天📚,（轻松，愉快）对闲聊的时光感到轻松和愉快,75
今天上课听得云里雾里，结果下课就全忘了🤔,（困惑，懊恼）对自己的理解感到困惑和懊恼,40
刚刚在宿舍做了一顿麻辣烫，虽然辣得不行但很过瘾🔥,（满足，愉悦）对食物的辛辣感到满足和愉悦,80
今天去学校的足球场踢球，结果踢偏了好几次⚽,（懊恼，失落）对自己的表现感到懊恼和失落,40
刚刚和朋友们去学校的体育馆打羽毛球，结果一直捡球🏸,（失落，不满）对自己的表现感到失落和不满,35
今天去学校的美术课学画素描，结果画得乱七八糟🎨,（失落，懊恼）对自己的表现感到失落和懊恼,40
刚刚在宿舍和舍友一起做了个DIY日历，感觉很有趣📅,（满足，成就感）对DIY日历的过程感到满足和成就感,80
今天去学校的健身房锻炼，结果感觉肌肉都要撕裂了💪,（痛苦，疲惫）对锻炼后的状态感到痛苦和疲惫,35
刚刚和朋友们去学校的操场散步，结果聊得停不下来🗣️,（愉快，满足）对交流的愉快感到非常满足,85
今天上课被老师提问，结果回答得磕磕巴巴的😬,（羞愧，尴尬）对自己表现感到羞愧和尴尬,25
刚刚在宿舍自己做了顿简单的早餐，虽然普通但很满足🍳,（满足，愉悦）对自己的简单早餐感到满足和愉悦,78
今天去学校的图书馆借书，结果一本都没借到📖,（失落，不满）对没有收获感到失落和不满,40
刚刚和朋友们去学校的食堂吃饭，结果被辣得不行🌶️,（不满，痛苦）对食物的辛辣感到痛苦和不满,35
今天去学校的美术教室学画水彩，结果颜料弄得满手都是🎨,（轻松，满足）对创作过程的混乱感到轻松和满足,70
刚刚在宿舍做了个简单的DIY挂饰，虽然丑但挺有趣🎋,（满足，愉悦）对自己的动手成果感到满足和愉悦,75
今天去学校的羽毛球场打球，结果被羽毛球打到了脸🏸,（痛苦，不满）对意外感到痛苦和不满,30
刚刚和朋友们去学校的体育馆打篮球，结果一直没进球🏀,（失落，不满）对自己的表现感到失落和不满,35
今天去学校的音乐教室练习唱歌，结果声音破了好几次🎤,（懊恼，失落）对自己的表现感到懊恼和失落,40
刚刚在宿舍自己做了个小花园，虽然简单但挺有成就感🌸,（满足，成就感）对自己动手成果感到满足和成就感,80
今天去学校的操场晨跑，结果跑了没几圈就累得不行🏃‍♂️,（疲惫，轻松）对跑步后的疲惫感到轻松和满足,75
刚刚和朋友们去学校的健身房锻炼，结果全程都在聊天💬,（轻松，愉快）对轻松的锻炼过程感到愉快,75
今天上课被老师点名回答问题，结果回答得一团糟😖,（羞愧，懊恼）对自己的表现感到羞愧和懊恼,25
刚刚在宿舍自己做了个简单的DIY相框，感觉挺有趣的🖼️,（满足，愉悦）对自己的动手成果感到满足和愉悦,80
今天去学校的实验室做实验，结果实验数据还是出错了😩,（懊恼，不满）对实验结果感到懊恼和不满,40
刚刚和朋友们去学校的桌球室打台球，结果全程被虐🎱,（失落，不满）对自己的表现感到失落和不满,35
今天去学校的美术展，看到了一些超有创意的作品🎨,（欣赏，喜悦）对看到的作品感到欣赏和喜悦,85
刚刚在宿舍和舍友一起做了个DIY灯笼，氛围感满满🕯️,（满足，愉悦）对自己的动手成果感到满足和愉悦,80
今天去学校的跑步机上跑步，结果不小心按错了速度，差点摔跤😅,（尴尬，懊恼）对自己的失误感到尴尬和懊恼,30
刚刚和朋友们去学校的篮球场打球，结果一直被盖帽🏀,（失落，不满）对自己的表现感到失落和不满,35
今天去学校的音乐教室练习弹琴，结果弹错了好几次🎹,（懊恼，失落）对自己的表现感到懊恼和失落,40
刚刚在宿舍自己做了顿简单的意大利面，虽然味道一般但很满足🍝,（满足，愉悦）对自己动手成果感到满足和愉悦,78
今天去学校的图书馆复习，结果居然全程在玩手机📱,（懊恼，失落）对自己的行为感到懊恼和失落,40
刚刚和朋友们去学校的羽毛球场打球，结果一直捡球🏸,（失落，不满）对自己的表现感到失落和不满,35
今天去学校的食堂吃饭，结果发现菜品更新了，好惊喜🍛,（惊喜，满足）对菜品的变化感到惊喜和满足,85
刚刚在宿舍和舍友一起做了个简单的拼图，感觉挺有趣🧩,（满足，愉悦）对活动感到满足和愉悦,80
今天去学校的实验室做实验，结果实验室设备坏了，好倒霉😓,（懊恼，不满）对设备损坏感到懊恼和不满,40
刚刚和朋友们去学校的操场跑步，结果聊得停不下来🏃‍♀️,（愉快，满足）对交流的愉快感到非常满足,85
今天去学校的咖啡馆复习，结果一杯咖啡喝了整整一下午☕,（平淡，轻松）语气轻松，但无明显情绪波动,50
刚刚在宿舍自己做了个三明治，虽然简单但味道还不错🥪,（满足，愉悦）对自己制作的食物感到满足,78
今天去学校的足球场踢球，结果脚下滑了一跤，好疼⚽,（痛苦，不满）意外带来身体痛苦，情绪低落,30
刚刚和朋友们去学校的桌游室玩游戏，结果笑得根本停不下来🎲,（喜悦，满足）因游戏带来的快乐感到非常满足,90
今天上课居然忘带课本了，只好跟同桌借书📚,（尴尬，轻微失落）因为忘带课本而感到尴尬，但没有太大情绪波动,45
刚刚在宿舍DIY了一块小黑板，用来写下每日任务📝,（满足，成就感）对自己的DIY成果感到成就感和满足,80
今天去学校的图书馆借书，结果发现一本超级喜欢的书📖,（喜悦，惊喜）对发现心爱书籍感到非常惊喜和愉快,85
刚刚和朋友们去学校的操场跑步，结果跑了一圈就不行了🏃‍♂️,（疲惫，轻松）运动后的疲惫感到轻松和满足,75
今天去学校的音乐课，老师居然要求我们唱歌，好尴尬🎤,（尴尬，不安）对突如其来的要求感到尴尬和不安,40
刚刚在宿舍煮了个泡面，虽然简单但味道超好🍜,（满足，愉悦）对简单食物感到非常满足和愉悦,80
刚刚和朋友们去学校的羽毛球馆打球，结果球拍坏了🏸,（失落，懊恼）对意外发生的器材损坏感到失落和懊恼,35
今天去学校的实验课，结果实验器材不够用，只好观摩🧪,（失落，懊恼）对无法参与实验感到失望和懊恼,40
刚刚在宿舍做了个DIY灯罩，虽然简单但很有成就感💡,（满足，成就感）对自己的动手成果感到成就感和满足,80
今天去学校的篮球场打球，结果被球砸到头了，好疼🏀,（痛苦，懊恼）对意外受伤感到痛苦和懊恼,30
刚刚和朋友们去学校的食堂吃饭，结果点了一堆甜点🍰,（满足，喜悦）对享受甜点感到非常满足和喜悦,85
今天上课迟到，结果被老师点名批评，尴尬极了😬,（羞愧，尴尬）对被批评感到羞愧和尴尬,25
刚刚在宿舍自己做了个DIY手链，虽然手残但还挺好看🧵,（满足，愉悦）对自己的动手成果感到满足和愉悦,75
今天去学校的美术课，结果画得一塌糊涂🎨,（失落，懊恼）对自己的作品感到失望和懊恼,40
刚刚和朋友们去学校的咖啡馆聊天，结果聊到忘了时间☕,（轻松，愉悦）对愉快的聊天感到轻松和满足,80
今天去学校的操场晨跑，结果天还没亮就开始跑，太拼了🌅,（坚定，自豪）对自己早起锻炼的坚持感到自豪,80
刚刚在宿舍做了个简易早餐，虽然简单但很有满足感🍳,（满足，愉悦）对简单的食物感到满足和愉悦,78
今天去学校的实验室做实验，结果实验失败了，好沮丧😓,（失落，懊恼）对实验失败感到失落和懊恼,40
刚刚和朋友们去学校的体育馆打球，结果一直输球🏀,（失落，懊恼）对比赛结果感到失望和懊恼,35
刚刚在宿舍和舍友一起做了个DIY挂饰，感觉挺有趣的🎋,（满足，愉悦）对DIY活动感到满足和愉悦,80
今天去学校的足球场踢球，结果踢了一脚空，好丢脸⚽,（尴尬，懊恼）对自己失误感到尴尬和懊恼,30
刚刚和朋友们去学校的音乐教室唱歌，结果声音破了几次🎤,（懊恼，失落）对自己的表现感到懊恼和失落,40
今天去学校的美术展，结果被一幅画深深吸引🎨,（欣赏，喜悦）对作品的美感感到深深的欣赏和愉悦,85
刚刚在宿舍自己做了个简易的煎蛋，虽然简单但挺好吃🍳,（满足，愉悦）对自己简单的食物感到满足和愉悦,78
今天去学校的操场散步，结果遇到了很久不见的朋友👫,（惊喜，愉快）对偶遇感到非常惊喜和愉快,85
刚刚和朋友们去学校的健身房锻炼，结果大家都累趴了💪,（疲惫，满足）对锻炼后的疲惫感到满足和轻松,75
今天上课居然听得懂了老师讲的内容，感觉自己超棒📖,（自信，成就感）对自己的理解能力感到自信和成就感,85
刚刚在宿舍和舍友一起做了个DIY贺卡，准备送给朋友🎁,（爱，满足）对即将赠送的礼物感到爱与满足,90
今天去学校的实验室，结果实验数据居然全对，开心😊,（喜悦，成就感）对实验结果感到非常开心和有成就感,88
刚刚和朋友们去学校的操场打羽毛球，结果全程在捡球🏸,（失落，懊恼）对表现不佳感到失落和懊恼,35
今天去学校的音乐教室练习吉他，结果弹错了一大半🎸,（懊恼，失落）对表现感到懊恼和失落,40
刚刚在宿舍煮了个火锅，虽然有点乱但吃得很开心🍲,（满足，愉悦）对食物和过程感到满足和愉悦,80
今天去学校的美术课学画油画，结果弄得满手都是颜料🎨,（轻松，满足）对混乱的创作过程感到轻松和满足,75
刚刚和朋友们去学校的篮球场打球，结果大家都发挥超好🏀,（自信，满足）对自己和朋友们的表现感到自信和满足,85
今天去学校的咖啡馆学习，结果全程在发呆😅,（懊恼，失落）对自己状态的懊恼和失落,40
刚刚在宿舍和舍友一起看了一部老电影，感觉很有趣🎬,（轻松，愉悦）对电影带来的轻松愉快感到满足,75
今天去学校的实验课，结果实验数据不稳定，好烦🧪,（懊恼，烦躁）对实验结果感到懊恼和烦躁,40
刚刚和朋友们去学校的桌球室打台球，结果技术越来越好了🎱,（成就感，喜悦）对自己技术的进步感到非常有成就感,80
今天去学校的音乐教室练习唱歌，结果被室友吐槽了🎤,（懊恼，轻微失落）对他人反馈感到懊恼和轻微失落,40
刚刚在宿舍DIY了一些简单的手工，虽然简单但挺有成就感🧶,（满足，成就感）对手工活动感到成就感和满足,80
今天去学校的操场跑步，结果一不小心踩到水坑里了，倒霉😓,（懊恼，失落）对意外发生感到懊恼和失落,35
刚刚和朋友们去学校的食堂吃饭，结果发现了一道新菜🍛,（惊喜，满足）对发现新菜品感到惊喜和满足,85
今天上课被老师点名回答问题，结果回答得挺顺利😎,（自信，成就感）对自己顺利的回答感到自信和成就感,85
刚刚在宿舍和舍友一起做了个DIY装饰品，感觉挺有趣的🎨,（满足，愉悦）对装饰品的制作感到愉悦和满足,80
今天去学校的实验室做实验，结果居然成功了，开心😊,（喜悦，成就感）对实验结果感到非常开心和有成就感,88
刚刚和朋友们去学校的体育馆打排球，结果一直没接好球🏐,（失落，懊恼）对自己表现感到失落和懊恼,35
今天去学校的音乐教室练习钢琴，结果弹错了好多次🎹,（懊恼，失落）对自己表现感到懊恼和失落,40
刚刚在宿舍自己煮了个面条，虽然简单但很满足🍜,（满足，愉悦）对简单的食物感到满足和愉悦,80
今天去学校的图书馆借书，结果借到了一本很喜欢的书📚,（喜悦，满足）对借到喜爱的书籍感到喜悦和满足,85
刚刚和朋友们去学校的操场跑步，结果大家都累得不行🏃‍♂️,（疲惫，轻松）对锻炼后的疲惫感到轻松和满足,75
今天上课被老师点名提问，结果答得磕磕巴巴的😬,（尴尬，羞愧）对自己表现不佳感到尴尬和羞愧,25
刚刚在宿舍和舍友一起做了个DIY灯罩，虽然简单但很有成就感💡,（满足，成就感）对DIY过程感到满足和成就感,80
今天去学校的实验课，结果实验结果不理想，好沮丧😩,（失落，懊恼）对实验失败感到失落和懊恼,40
刚刚和朋友们去学校的篮球场打球，结果大家都超拼🏀,（自信，满足）对全力以赴的努力感到满足和自信,85
今天去学校的音乐教室练习唱歌，结果嗓子都哑了🎤,（懊恼，疲惫）对嗓子状态感到懊恼和疲惫,40
刚刚在宿舍自己做了个小蛋糕，虽然有点糊但味道不错🍰,（满足，愉悦）对自己的成果感到满足和愉悦,78
今天去学校的操场晨跑，结果碰到了初恋，心情复杂😳,（复杂，尴尬）对意外遇见的复杂情绪感到尴尬和不安,45
刚刚和朋友们去学校的健身房锻炼，结果全程在聊天💬,（轻松，愉悦）对轻松愉快的交流感到满足,75
今天上课听得一知半解，感觉自己要挂科了😓,（担心，焦虑）对未来的担忧和焦虑感到明显,30
刚刚在宿舍和舍友一起做了个DIY小饰品，虽然丑但挺有趣🧶,（满足，愉悦）对自己动手的成果感到愉悦和满足,75
今天去学校的实验室做实验，结果实验数据出错了😖,（懊恼，失落）对实验数据出错感到懊恼和失落,40
刚刚和朋友们去学校的桌球室打台球，结果居然连赢几局🎱,（成就感，喜悦）对自己连胜的表现感到成就感和喜悦,85
今天去学校的音乐教室练习钢琴，结果一开始就弹错了🎹,（懊恼，失落）对自己表现感到懊恼和失落,40
刚刚在宿舍自己做了个简单的沙拉，虽然简单但挺好吃🥗,（满足，愉悦）对简单健康的食物感到满足,78
今天去学校的图书馆学习，结果全程在发呆📖,（懊恼，失落）对自己无法专心学习感到懊恼和失落,40
刚刚和朋友们去学校的操场打羽毛球，结果被球砸到了脸🏸,（痛苦，懊恼）对意外受伤感到痛苦和懊恼,30
今天上课居然被老师夸奖了，感觉自己超棒😎,（自信，成就感）对自己的表现感到自信和有成就感,85
刚刚在宿舍和舍友一起做了个DIY小灯笼，感觉挺有成就感🎋,（满足，成就感）对自己动手完成的作品感到成就感和满足,80
今天去学校的实验课，结果实验设备居然出问题了😩,（懊恼，失望）对实验设备的问题感到失望和懊恼,40
今天去学校的音乐教室练习唱歌，结果大家都唱得超好🎤,（喜悦，欣赏）对大家的表现感到欣赏和喜悦,85
刚刚在宿舍自己煮了个咖喱饭，虽然有点咸但味道还行🍛,（满足，轻松）对自己动手做的咖喱饭感到满足和轻松,75
今天去学校的操场跑步，结果天还没亮就开始跑，超拼🌅,（自信，成就感）对自己坚持锻炼感到自信和成就感,80
今天上课居然全程都在走神，感觉自己完全没听进去🤔,（懊恼，失落）对自己无法集中注意力感到懊恼和失落,40
刚刚在宿舍和舍友一起做了个DIY小礼物，准备送给朋友🎁,（爱，满足）对即将送出的礼物感到爱与满足,90
今天去学校的实验室做实验，结果实验数据不对，气死了😤,（愤怒，懊恼）对实验失败感到愤怒和懊恼,45
刚刚和朋友们去学校的桌游室玩游戏，结果全程爆笑😂,（喜悦，愉快）对游戏过程中的欢笑感到满足,88
刚刚在宿舍自己做了个简单的煎蛋，虽然简单但挺好吃🍳,（满足，愉悦）对简单食物的满足感,78
今天去学校的图书馆借书，结果借到了自己喜欢的小说📚,（喜悦，满足）对借到喜欢的书感到非常满足和喜悦,85
刚刚和朋友们去学校的操场打篮球，结果一直被盖帽🏀,（失落，懊恼）对自己的表现感到失落和懊恼,35
刚刚在宿舍和舍友一起做了个DIY相框，虽然简单但挺好看🖼️,（满足，成就感）对自己的作品感到成就感和满足,80
今天去学校的实验室做实验，结果实验居然成功了，好开心😊,（喜悦，成就感）对实验成功感到非常开心和有成就感,88
刚刚和朋友们去学校的篮球场打球，结果大家都累得不行🏀,（疲惫，轻松）对锻炼后的疲惫感到轻松和满足,75
今天去学校的音乐教室练习唱歌，结果嗓子哑了好几次🎤,（懊恼，疲惫）对嗓子状态感到懊恼和疲惫,40
刚刚在宿舍自己煮了个面条，虽然简单但很有满足感🍜,（满足，愉悦）对简单的食物感到满足和愉悦,80
今天去学校的操场晨跑，结果一不小心摔了一跤😅,（尴尬，懊恼）对摔跤感到尴尬和懊恼,35
今天上课被老师提问，结果回答得一塌糊涂，尴尬😬,（羞愧，尴尬）对自己的表现感到羞愧和尴尬,25
刚刚在宿舍和舍友一起做了个DIY挂饰，虽然简单但很有成就感🎋,（满足，成就感）对自己的动手成果感到成就感和满足,80
今天去学校的实验室做实验，结果实验器材坏了，倒霉😖,（懊恼，失落）对实验器材坏了感到懊恼和失落,35
刚刚和朋友们去学校的桌球室打台球，结果技术越来越好🎱,（成就感，愉悦）对自己技术进步感到成就感和愉悦,85
今天的课上居然没有上完，老师突然说要开会，真是出乎意料！😮📚,（惊讶，轻松）对突发事件感到轻松和惊讶,65
刚刚在宿舍里试了一种新的健身方法，虽然累得半死，但感觉真的很有成就感！💪😅,（疲惫，成就感）对新健身方式带来的成就感感到满足,80
今天去校外散步，发现了一家特别好吃的小吃店，真的是特别惊喜！🍡😊,（惊喜，满足）对美食的发现感到惊喜和满足,85
刚刚在课堂上被老师提问了，虽然答得不太好，但还好没有被批评！😅📖,（轻松，愉悦）对自己的表现感到轻松和释然,70
今天和朋友一起去参加了一个特别有趣的游戏活动，真的是非常开心！🎮😄,（喜悦，愉快）对活动感到非常开心和满足,88
刚刚在宿舍里看到了一本特别有趣的小说，感觉自己马上要沉迷其中了！📚📖,（喜悦，期待）对即将沉迷的小说感到兴奋和喜悦,85
今天去食堂吃了道特别好吃的炸鸡，真的是让人感到特别满足！🍗😋,（满足，喜悦）对美食感到非常满足和喜悦,85
刚刚在图书馆遇到了一位特别亲切的学姐，帮助了我很多，真是太感激了！📖🌟,（感激，幸福）对学姐的帮助感到深深的感激和满足,90
今天的课程有点枯燥，偷偷在课上看了一会儿手机，结果被老师抓了！📱😳,（尴尬，懊恼）对自己的行为感到尴尬和懊恼,35
刚刚在校园里发现了一家新开的书店，真是有点意外的惊喜！📚🎉,（惊喜，满足）对意外发现的书店感到惊喜和愉悦,85
今天去参加了一个特别有趣的文化活动，感觉自己真的收获了很多！🎭😊,（满足，愉快）对活动的收获感到满足和愉快,85
刚刚在宿舍里做了一个特别搞笑的自拍，结果笑得大家都停不下来！📸😂,（喜悦，愉快）对自拍带来的快乐感到非常满足,90
今天下午的课特别长，真的是熬到最后才觉得心情舒畅！😩⏳,（疲惫，放松）对课程的疲惫结束后感到舒畅,65
刚刚在食堂吃到了一道特别辣的菜，真的是辣得我要疯了！🌶️🔥,（痛苦，不满）对食物的辛辣感到痛苦和不满,40
今天和朋友一起去打了场羽毛球，虽然很累，但真的很开心！🏸😄,（满足，愉快）对运动后的疲惫感到满足和愉快,85
